Entity Name,Plant Name,Plant State,County,Nameplate Capacity (MW),Technology,Latitude,Longitude
Sierra Pacific Power Co,North Valmy,NV,Humboldt,277.2,Conventional Steam Coal,40.881317,-117.1516
Sierra Pacific Power Co,North Valmy,NV,Humboldt,289.8,Conventional Steam Coal,40.881317,-117.1516
"Nevada Gold Energy, LLC",TS Power Plant,NV,Eureka,242,Conventional Steam Coal,40.7461,-116.5297
The Amalgamated Sugar Co,Amalgamated Sugar Twin Falls,ID,Twin Falls,6.2,Conventional Steam Coal,42.5328,-114.4328
Los Angeles Department of Water & Power,Intermountain Power Project,UT,Millard,820,Conventional Steam Coal,39.509731,-112.5802
Los Angeles Department of Water & Power,Intermountain Power Project,UT,Millard,820,Conventional Steam Coal,39.509731,-112.5802
Arizona Electric Pwr Coop Inc,Apache Station,AZ,Cochise,204,Conventional Steam Coal,32.0603,-109.8931
Searles Valley Minerals Operations Inc.,Argus Cogen Plant,CA,San Bernardino,7.5,Conventional Steam Coal,35.765,-117.3833
Searles Valley Minerals Operations Inc.,Argus Cogen Plant,CA,San Bernardino,27.5,Conventional Steam Coal,35.765,-117.3833
Searles Valley Minerals Operations Inc.,Argus Cogen Plant,CA,San Bernardino,27.5,Conventional Steam Coal,35.765,-117.3833
Tucson Electric Power Co,Springerville,AZ,Apache,424.8,Conventional Steam Coal,34.3186,-109.1639
Tucson Electric Power Co,Springerville,AZ,Apache,424.8,Conventional Steam Coal,34.3186,-109.1639
Tucson Electric Power Co,Springerville,AZ,Apache,458.1,Conventional Steam Coal,34.3186,-109.1639
Tucson Electric Power Co,Springerville,AZ,Apache,458.1,Conventional Steam Coal,34.3186,-109.1639
Luminant Generation Company LLC,Martin Lake,TX,Rusk,793.2,Conventional Steam Coal,32.2606,-94.5706
Luminant Generation Company LLC,Martin Lake,TX,Rusk,793.2,Conventional Steam Coal,32.2606,-94.5706
Luminant Generation Company LLC,Martin Lake,TX,Rusk,793.2,Conventional Steam Coal,32.2606,-94.5706
Southwestern Electric Power Co,Pirkey,TX,Harrison,721,Conventional Steam Coal,32.4607,-94.4852
Public Service Co of Colorado,Hayden,CO,Routt,190,Conventional Steam Coal,40.4856,-107.185
Public Service Co of Colorado,Hayden,CO,Routt,275.4,Conventional Steam Coal,40.4856,-107.185
Southwestern Electric Power Co,Welsh,TX,Titus,558,Conventional Steam Coal,33.05522,-94.83999
Southwestern Electric Power Co,Welsh,TX,Titus,558,Conventional Steam Coal,33.05522,-94.83999
Salt River Project,Coronado,AZ,Apache,410.9,Conventional Steam Coal,34.5789,-109.2708
Salt River Project,Coronado,AZ,Apache,410.9,Conventional Steam Coal,34.5789,-109.2708
Southwestern Electric Power Co,John W Turk Jr Power Plant,AR,Hempstead,609,Conventional Steam Coal,33.649722,-93.81194
NRG Texas Power LLC,Limestone,TX,Limestone,893,Conventional Steam Coal,31.4219,-96.2525
NRG Texas Power LLC,Limestone,TX,Limestone,956.8,Conventional Steam Coal,31.4219,-96.2525
Luminant Generation Company LLC,Oak Grove (TX),TX,Robertson,916.8,Conventional Steam Coal,31.1803,-96.4866
Luminant Generation Company LLC,Oak Grove (TX),TX,Robertson,878.6,Conventional Steam Coal,31.1803,-96.4866
"Tri-State G & T Assn, Inc",Craig (CO),CO,Moffat,446.4,Conventional Steam Coal,40.4627,-107.5912
"Tri-State G & T Assn, Inc",Craig (CO),CO,Moffat,446.4,Conventional Steam Coal,40.4627,-107.5912
"Tri-State G & T Assn, Inc",Craig (CO),CO,Moffat,534.8,Conventional Steam Coal,40.4627,-107.5912
Arizona Public Service Co,Four Corners,NM,San Juan,818.1,Conventional Steam Coal,36.69,-108.4814
Arizona Public Service Co,Four Corners,NM,San Juan,818.1,Conventional Steam Coal,36.69,-108.4814
Cleco Power LLC,Brame Energy Center,LA,Rapides,558,Conventional Steam Coal,31.395,-92.71667
PacifiCorp,Naughton,WY,Lincoln,192,Conventional Steam Coal,41.7581,-110.5983
PacifiCorp,Naughton,WY,Lincoln,256,Conventional Steam Coal,41.7581,-110.5983
Sandy Creek Energy Associates LP,Sandy Creek Energy Station,TX,McLennan,1008,Conventional Steam Coal,31.474378,-96.95715
PacifiCorp,Huntington,UT,Emery,541.3,Conventional Steam Coal,39.3792,-111.0781
PacifiCorp,Huntington,UT,Emery,496,Conventional Steam Coal,39.3792,-111.0781
Coleto Creek Power LP,Coleto Creek,TX,Goliad,622.4,Conventional Steam Coal,28.7128,-97.21417
"Major Oak Power, LLC",Major Oak Power,TX,Robertson,174.6,Conventional Steam Coal,31.091925,-96.69503
"Major Oak Power, LLC",Major Oak Power,TX,Robertson,174.6,Conventional Steam Coal,31.091925,-96.69503
Public Service Co of Colorado,Comanche (CO),CO,Pueblo,382.5,Conventional Steam Coal,38.2081,-104.5747
Public Service Co of Colorado,Comanche (CO),CO,Pueblo,396,Conventional Steam Coal,38.2081,-104.5747
Public Service Co of Colorado,Comanche (CO),CO,Pueblo,856.8,Conventional Steam Coal,38.2081,-104.5747
PacifiCorp,Hunter,UT,Emery,525,Conventional Steam Coal,39.1747,-111.0289
PacifiCorp,Hunter,UT,Emery,525,Conventional Steam Coal,39.1747,-111.0289
PacifiCorp,Hunter,UT,Emery,527.2,Conventional Steam Coal,39.1747,-111.0289
Lower Colorado River Authority,Fayette Power Project,TX,Fayette,615,Conventional Steam Coal,29.9172,-96.7506
Lower Colorado River Authority,Fayette Power Project,TX,Fayette,615,Conventional Steam Coal,29.9172,-96.7506
Lower Colorado River Authority,Fayette Power Project,TX,Fayette,460,Conventional Steam Coal,29.9172,-96.7506
"San Miguel Electric Coop, Inc",San Miguel,TX,Atascosa,410,Conventional Steam Coal,28.7044,-98.4775
Tata Chemicals Partners,General Chemical,WY,Sweetwater,15,Conventional Steam Coal,41.5933,-109.7542
Tata Chemicals Partners,General Chemical,WY,Sweetwater,15,Conventional Steam Coal,41.5933,-109.7542
"Genesis Alkali, LLC",Genesis Alkali,WY,Sweetwater,3.5,Conventional Steam Coal,41.621667,-109.8119
"Genesis Alkali, LLC",Genesis Alkali,WY,Sweetwater,3.5,Conventional Steam Coal,41.621667,-109.8119
"Genesis Alkali, LLC",Genesis Alkali,WY,Sweetwater,4,Conventional Steam Coal,41.621667,-109.8119
"Genesis Alkali, LLC",Genesis Alkali,WY,Sweetwater,10,Conventional Steam Coal,41.621667,-109.8119
"Genesis Alkali, LLC",Genesis Alkali,WY,Sweetwater,10,Conventional Steam Coal,41.621667,-109.8119
"Genesis Alkali, LLC",Genesis Alkali,WY,Sweetwater,10,Conventional Steam Coal,41.621667,-109.8119
City of Colorado Springs - (CO),Ray D Nixon,CO,El Paso,207,Conventional Steam Coal,38.633451,-104.7058
NRG Texas Power LLC,W A Parish,TX,Fort Bend,734.1,Conventional Steam Coal,29.4828,-95.6311
NRG Texas Power LLC,W A Parish,TX,Fort Bend,734.1,Conventional Steam Coal,29.4828,-95.6311
NRG Texas Power LLC,W A Parish,TX,Fort Bend,614.6,Conventional Steam Coal,29.4828,-95.6311
NRG Texas Power LLC,W A Parish,TX,Fort Bend,654,Conventional Steam Coal,29.4828,-95.6311
Sunnyside Cogeneration Assoc,Sunnyside Cogen Associates,UT,Carbon,58.1,Conventional Steam Coal,39.5472,-110.3917
MidAmerican Energy Co,George Neal North,IA,Woodbury,584.1,Conventional Steam Coal,42.299794,-96.36171
MidAmerican Energy Co,George Neal South,IA,Woodbury,695.9,Conventional Steam Coal,42.3006,-96.3617
Great River Energy,Spiritwood Station,ND,Stutsman,106.2,Conventional Steam Coal,46.926423,-98.49971
"Panther Creek Power Operating, LLC",Panther Creek Energy Facility,PA,Carbon,94,Conventional Steam Coal,40.8556,-75.8781
Virginia Electric & Power Co,Mt Storm,WV,Grant,570.2,Conventional Steam Coal,39.2008,-79.2636
Virginia Electric & Power Co,Mt Storm,WV,Grant,570.2,Conventional Steam Coal,39.2008,-79.2636
Virginia Electric & Power Co,Mt Storm,WV,Grant,522,Conventional Steam Coal,39.2008,-79.2636
Monongahela Power Co,FirstEnergy Harrison Power Station,WV,Harrison,684,Conventional Steam Coal,39.384167,-80.3325
Monongahela Power Co,FirstEnergy Harrison Power Station,WV,Harrison,684,Conventional Steam Coal,39.384167,-80.3325
Monongahela Power Co,FirstEnergy Harrison Power Station,WV,Harrison,684,Conventional Steam Coal,39.384167,-80.3325
American Bituminous Power LP,Grant Town Power Plant,WV,Marion,95.7,Conventional Steam Coal,39.561831,-80.16314
Gilberton Power Co,John B Rich Memorial Power Station,PA,Schuylkill,88.4,Conventional Steam Coal,40.7903,-76.1983
Schuylkill Energy Resource Inc,St Nicholas Cogen Project,PA,Schuylkill,99.2,Conventional Steam Coal,40.8222,-76.1736
Sidney Sugars Incorporated,Sidney MT Plant,MT,Richland,2,Conventional Steam Coal,47.717222,-104.1356
Sidney Sugars Incorporated,Sidney MT Plant,MT,Richland,2,Conventional Steam Coal,47.717222,-104.1356
Mississippi Power Co,Victor J Daniel Jr,MS,Jackson,548.3,Conventional Steam Coal,30.5322,-88.5553
Mississippi Power Co,Victor J Daniel Jr,MS,Jackson,548.3,Conventional Steam Coal,30.5322,-88.5553
Talen Montana LLC,Colstrip,MT,Rosebud,823.7,Conventional Steam Coal,45.8831,-106.614
Talen Montana LLC,Colstrip,MT,Rosebud,823.7,Conventional Steam Coal,45.8831,-106.614
Basin Electric Power Coop,Laramie River Station,WY,Platte,621,Conventional Steam Coal,42.108889,-104.8825
Basin Electric Power Coop,Laramie River Station,WY,Platte,621,Conventional Steam Coal,42.108889,-104.8825
Basin Electric Power Coop,Laramie River Station,WY,Platte,621,Conventional Steam Coal,42.108889,-104.8825
"Western Farmers Elec Coop, Inc",Hugo,OK,Choctaw,446,Conventional Steam Coal,34.0158,-95.3206
Nebraska Public Power District,Gerald Gentleman,NE,Lincoln,681.3,Conventional Steam Coal,41.0808,-101.1408
Nebraska Public Power District,Gerald Gentleman,NE,Lincoln,681.3,Conventional Steam Coal,41.0808,-101.1408
TalenEnergy Montour LLC,TalenEnergy Montour,PA,Montour,864.9,Conventional Steam Coal,41.0714,-76.6672
TalenEnergy Montour LLC,TalenEnergy Montour,PA,Montour,893,Conventional Steam Coal,41.0714,-76.6672
Deseret Generation & Tran Coop,Bonanza,UT,Uintah,499.5,Conventional Steam Coal,40.0864,-109.2844
Western Sugar Cooperative,Western Sugar Coop - Scottsbluff,NE,Scotts Bluff,5,Conventional Steam Coal,41.85887,-103.6344
Alabama Power Co,Barry,AL,Mobile,403.7,Conventional Steam Coal,31.0069,-88.0103
Alabama Power Co,Barry,AL,Mobile,788.8,Conventional Steam Coal,31.0069,-88.0103
Colstrip Energy LP,Colstrip Energy LP,MT,Rosebud,46.1,Conventional Steam Coal,45.9752,-106.6547
Monongahela Power Co,FirstEnergy Fort Martin Power Station,WV,Monongalia,576,Conventional Steam Coal,39.710833,-79.9275
Monongahela Power Co,FirstEnergy Fort Martin Power Station,WV,Monongalia,576,Conventional Steam Coal,39.710833,-79.9275
Morgantown Energy Associates,Morgantown Energy Facility,WV,Monongalia,68.9,Conventional Steam Coal,39.6397,-79.96056
"Longview Power, LLC",Longview Power Plant,WV,Monongalia,807.5,Conventional Steam Coal,39.707893,-79.95897
Arizona Public Service Co,Cholla,AZ,Navajo,113.6,Conventional Steam Coal,34.9394,-110.3033
Arizona Public Service Co,Cholla,AZ,Navajo,312.3,Conventional Steam Coal,34.9394,-110.3033
City Utilities of Springfield - (MO),John Twitty Energy Center,MO,Greene,194,Conventional Steam Coal,37.151706,-93.38804
City Utilities of Springfield - (MO),John Twitty Energy Center,MO,Greene,300,Conventional Steam Coal,37.151706,-93.38804
WestRock Corp,Covington Facility,VA,Covington City,10.5,Conventional Steam Coal,37.799722,-79.9947
WestRock Corp,Covington Facility,VA,Covington City,34,Conventional Steam Coal,37.799722,-79.9947
Indian River Operations Inc,Indian River Generating Station,DE,Sussex,445.5,Conventional Steam Coal,38.5857,-75.2341
Virginia Electric & Power Co,Virginia City Hybrid Energy Center,VA,Wise,668,Conventional Steam Coal,36.916389,-82.33806
City of Fremont - (NE),Lon Wright,NE,Dodge,16.5,Conventional Steam Coal,41.4281,-96.4623
City of Fremont - (NE),Lon Wright,NE,Dodge,22,Conventional Steam Coal,41.4281,-96.4623
City of Fremont - (NE),Lon Wright,NE,Dodge,91.5,Conventional Steam Coal,41.4281,-96.4623
Archer Daniels Midland Co,Archer Daniels Midland Columbus,NE,Platte,71.4,Conventional Steam Coal,41.416442,-97.28633
South Carolina Public Service Authority,Winyah,SC,Georgetown,315,Conventional Steam Coal,33.33184,-79.35724
South Carolina Public Service Authority,Winyah,SC,Georgetown,315,Conventional Steam Coal,33.33184,-79.35724
South Carolina Public Service Authority,Winyah,SC,Georgetown,315,Conventional Steam Coal,33.33184,-79.35724
South Carolina Public Service Authority,Winyah,SC,Georgetown,315,Conventional Steam Coal,33.33184,-79.35724
Wisconsin Power & Light Co,Columbia (WI),WI,Columbia,556,Conventional Steam Coal,43.4864,-89.4203
Wisconsin Power & Light Co,Columbia (WI),WI,Columbia,556,Conventional Steam Coal,43.4864,-89.4203
KeyCon Operating LLC,Conemaugh,PA,Indiana,975.5,Conventional Steam Coal,40.3842,-79.0611
KeyCon Operating LLC,Conemaugh,PA,Indiana,975.5,Conventional Steam Coal,40.3842,-79.0611
Seward Generating LLC,Seward (PA),PA,Indiana,585,Conventional Steam Coal,40.40625,-79.03366
Mount Carmel Cogen Inc,Foster Wheeler Mt Carmel Cogen,PA,Northumberland,47.3,Conventional Steam Coal,40.811189,-76.45295
"Inter-Power/AhlCon Partners, L.P.",Colver Green Energy,PA,Cambria,118,Conventional Steam Coal,40.55,-78.8
Ebensburg Power Co,Ebensburg Power,PA,Cambria,57.6,Conventional Steam Coal,40.455,-78.7472
Western Sugar Cooperative  - Billings,Western Sugar Cooperative - Billings,MT,Yellowstone,1.5,Conventional Steam Coal,45.765346,-108.4992
Aurora Energy LLC,Aurora Energy LLC Chena,AK,Fairbanks North Star,5,Conventional Steam Coal,64.847743,-147.7351
Aurora Energy LLC,Aurora Energy LLC Chena,AK,Fairbanks North Star,2.5,Conventional Steam Coal,64.847743,-147.7351
Aurora Energy LLC,Aurora Energy LLC Chena,AK,Fairbanks North Star,20,Conventional Steam Coal,64.847743,-147.7351
Golden Valley Elec Assn Inc,Healy,AK,Denali,28,Conventional Steam Coal,63.8542,-148.95
Golden Valley Elec Assn Inc,Healy,AK,Denali,62,Conventional Steam Coal,63.8542,-148.95
Doyon Utilities - Ft. Wainwright,Utility Plants Section,AK,Fairbanks North Star,5,Conventional Steam Coal,64.825601,-147.6486
Doyon Utilities - Ft. Wainwright,Utility Plants Section,AK,Fairbanks North Star,5,Conventional Steam Coal,64.825601,-147.6486
Doyon Utilities - Ft. Wainwright,Utility Plants Section,AK,Fairbanks North Star,5,Conventional Steam Coal,64.825601,-147.6486
Doyon Utilities - Ft. Wainwright,Utility Plants Section,AK,Fairbanks North Star,5,Conventional Steam Coal,64.825601,-147.6486
U S Air Force-Eielson AFB,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,2.5,Conventional Steam Coal,64.67141,-147.076
U S Air Force-Eielson AFB,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,2.5,Conventional Steam Coal,64.67141,-147.076
U S Air Force-Eielson AFB,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,5,Conventional Steam Coal,64.67141,-147.076
U S Air Force-Eielson AFB,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,5,Conventional Steam Coal,64.67141,-147.076
U S Air Force-Eielson AFB,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,10,Conventional Steam Coal,64.67141,-147.076
University of Alaska,University of Alaska Fairbanks,AK,Fairbanks North Star,1.5,Conventional Steam Coal,64.854171,-147.8221
University of Alaska,University of Alaska Fairbanks,AK,Fairbanks North Star,1.5,Conventional Steam Coal,64.854171,-147.8221
University of Alaska,University of Alaska Fairbanks,AK,Fairbanks North Star,10,Conventional Steam Coal,64.854171,-147.8221
University of Alaska,University of Alaska Fairbanks,AK,Fairbanks North Star,17,Conventional Steam Coal,64.854171,-147.8221
Entergy Arkansas LLC,White Bluff,AR,Jefferson,900,Conventional Steam Coal,34.4228,-92.1406
Entergy Arkansas LLC,White Bluff,AR,Jefferson,900,Conventional Steam Coal,34.4228,-92.1406
"Rausch Creek Generation, LLC",Westwood Generation LLC,PA,Schuylkill,36,Conventional Steam Coal,40.6191,-76.45
Platte River Power Authority,Rawhide,CO,Larimer,293.6,Conventional Steam Coal,40.860905,-105.0212
City of Hastings - (NE),Whelan Energy Center,NE,Adams,76.3,Conventional Steam Coal,40.580872,-98.31244
City of Hastings - (NE),Whelan Energy Center,NE,Adams,248,Conventional Steam Coal,40.580872,-98.31244
PacifiCorp,Jim Bridger,WY,Sweetwater,608.3,Conventional Steam Coal,41.7378,-108.7875
PacifiCorp,Jim Bridger,WY,Sweetwater,617,Conventional Steam Coal,41.7378,-108.7875
PacifiCorp,Jim Bridger,WY,Sweetwater,608.3,Conventional Steam Coal,41.7378,-108.7875
PacifiCorp,Jim Bridger,WY,Sweetwater,608.3,Conventional Steam Coal,41.7378,-108.7875
Omaha Public Power District,Nebraska City,NE,Otoe,651.6,Conventional Steam Coal,40.6214,-95.7764
Omaha Public Power District,Nebraska City,NE,Otoe,738,Conventional Steam Coal,40.6214,-95.7764
Basin Electric Power Coop,Antelope Valley,ND,Mercer,477,Conventional Steam Coal,47.370542,-101.8357
Basin Electric Power Coop,Antelope Valley,ND,Mercer,477,Conventional Steam Coal,47.370542,-101.8357
Otter Tail Power Co,Coyote,ND,Mercer,450,Conventional Steam Coal,47.221447,-101.8157
Heorot Power Management,Hardin Generator Project,MT,Big Horn,115.7,Conventional Steam Coal,45.7578,-107.6
City of Grand Island - (NE),Platte,NE,Hall,109.8,Conventional Steam Coal,40.854765,-98.34822
"South Carolina Genertg Co, Inc",Williams,SC,Berkeley,659.7,Conventional Steam Coal,33.0158,-79.9297
Louisiana Generating LLC,Big Cajun 2,LA,Pointe Coupee,657.9,Conventional Steam Coal,30.7261,-91.3692
Louisiana Generating LLC,Big Cajun 2,LA,Pointe Coupee,619,Conventional Steam Coal,30.7261,-91.3692
"Hallador Power Company, LLC",Merom,IN,Sullivan,540,Conventional Steam Coal,39.0694,-87.5108
"Hallador Power Company, LLC",Merom,IN,Sullivan,540,Conventional Steam Coal,39.0694,-87.5108
Northern Indiana Pub Serv Co,R M Schahfer,IN,Jasper,423.5,Conventional Steam Coal,41.2164,-87.0261
Northern Indiana Pub Serv Co,R M Schahfer,IN,Jasper,423.5,Conventional Steam Coal,41.2164,-87.0261
"EIF Northampton GP, LLC",Northampton Generating Company LP,PA,Northampton,134.1,Conventional Steam Coal,40.6917,-75.4792
Illinois Power Resources Generating LLC,E D Edwards,IL,Peoria,280.5,Conventional Steam Coal,40.5958,-89.6631
Illinois Power Resources Generating LLC,E D Edwards,IL,Peoria,363.8,Conventional Steam Coal,40.5958,-89.6631
Midwest Generations EME LLC,Powerton,IL,Tazewell,892.8,Conventional Steam Coal,40.5408,-89.6786
Midwest Generations EME LLC,Powerton,IL,Tazewell,892.8,Conventional Steam Coal,40.5408,-89.6786
